pressure,vibration,flow_rate,humidity,temperature,pipe_velocity,leakage_flag
81.50113061580049,1.416461086611105,48.0323596915289,59.36615059840489,25.172383439350178,1.3556688349205397,0.0
42.77769042616495,5.590024821230918,61.94280630991251,57.36580514927316,26.344486051523635,1.473820473755157,1.0
37.97469246019406,3.4963599265331364,66.4318797669927,57.086611801199815,23.161025778796223,1.274025485683353,1.0
41.56955742154993,5.071394433454306,45.244527423237216,55.19887200276746,18.173567194322068,1.650249008572325,1.0
44.188175324504954,6.050689573581781,52.092344264962726,51.03516393583646,23.980671446974966,1.5996925015945895,1.0
66.88653220561896,2.379554284400739,25.382371524824826,54.87822412091235,21.79680125154313,1.7733422432757255,0.0
70.91080655240108,1.6237474153797218,41.2766235992677,60.474421167008394,27.862290635488943,1.7779934327653062,0.0
39.78833956735017,6.319785908161958,32.651806077481524,56.98712806213567,25.239724269299654,2.260607404589693,1.0
71.29258482420309,2.0271229363521934,53.30105710872314,77.05448169488068,26.96831846299684,1.3153626119403474,0.0
75.15454790638503,2.4962961557510925,60.467711759165795,48.757758888792466,33.552652396087694,1.3897165584890758,0.0
72.09003165055458,2.2455079733018253,48.19116951364395,73.72152934723303,18.746214531980982,1.344945430040463,0.0
59.674588782779004,2.4054809669377786,52.14118798426549,68.67289985939422,20.63949329344852,2.0292049784432353,0.0
66.97572158506486,2.1093638073382524,56.432224182714755,61.57092692446114,23.34063232631714,1.5934995343411407,0.0
40.26218767344331,3.4932614195014713,79.69986548000946,40.81732390612316,28.603905427478672,1.3347198051653868,1.0
53.4889563259674,1.8144805804359174,63.601494613575895,57.37787412244511,19.65973244968206,1.358837911993286,0.0
43.60123372938653,5.27581655027315,62.49962521891279,63.002436119254654,24.36500906442036,1.4985372448930647,1.0
76.34750601384556,1.978266312880362,50.459182745746425,68.92648562903084,31.104437251910817,1.4402042757413738,0.0
72.40174408274692,1.7336555987351858,38.78879407636492,67.70431951980267,36.03860708122993,2.084941134061437,0.0
42.46721288780611,3.141510967343611,65.84143773776778,42.78379396879925,27.71612739894066,1.863611608697687,1.0
68.38522989437796,1.9372499789563973,45.39783216206928,58.589663920456935,24.383009278405037,1.8116398244511782,0.0
38.827913456951435,5.868496247281005,30.95804266773153,43.50908538109395,18.922839413198872,1.8694413897551272,1.0
